"","Trait","Trait_Info","Paper_ID","Cohort_ID","Rodent_type","Strain","Shared_Control","F0_Parent_Exposed","Lineage_HFD","Exposure_Type","F2_Diet_at_measurement","Age_Days","Sex","Generation","Mean_Control","SD_Control","SEM_Control","Sample_Size_n_Control","Estimated_or_Exact_sample_control.","Mean_Treatment","SD_Treatment","SEM_Treatment","Sample_Size_n_Treatment","Estimated_or_Exact_sample_treatment..","Source","Group_Label_Paper","yi","vi"
"252","Adiposity","Subcutaneous Fat Weight","King2013","King2013fmm","Mouse","C57BL/6",1,"Female","f-m-m","One off","Standard",180,"Male","F2",0.79,0.211660105,0.08,7,"Exact",0.86,0.27,0.09,9,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",0.0848994437864863,0.0212066327488568
"253","Adiposity","Retroperitoneal Fat Weight","King2013","King2013fmm","Mouse","C57BL/6",1,"Female","f-m-m","One off","Standard",180,"Male","F2",0.31,0.132287566,0.05,7,"Exact",0.31,0.12,0.04,9,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",0,0.0426638919551128
"254","Adiposity","Epididymal Fat Weight","King2013","King2013fmm","Mouse","C57BL/6",1,"Female","f-m-m","One off","Standard",180,"Male","F2",0.97,0.370405184,0.14,7,"Exact",1.08,0.36,0.12,9,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",0.107420248620837,0.033176798204316
"255","Adiposity","Mesenteric Fat Weight","King2013","King2013fmf","Mouse","C57BL/6",2,"Female","f-m-f","One off","Standard",180,"Female","F2",0.65,0.169705627,0.06,8,"Exact",0.56,0.169705627,0.06,8,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",-0.149035579160488,0.0200003017816428
"256","Adiposity","Subcutaneous Fat Weight","King2013","King2013fmf","Mouse","C57BL/6",2,"Female","f-m-f","One off","Standard",180,"Female","F2",1.15,0.480832611,0.17,8,"Exact",0.88,0.254558441,0.09,8,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",-0.267595313885044,0.0323122626912094
"257","Adiposity","Retroperitoneal Fat Weight","King2013","King2013fmf","Mouse","C57BL/6",2,"Female","f-m-f","One off","Standard",180,"Female","F2",0.34,0.169705627,0.06,8,"Exact",0.19,0.113137085,0.04,8,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",-0.581921545449721,0.0754631979820381
"258","Adiposity","Mesenteric Fat Weight","King2013","King2013ffm","Mouse","C57BL/6",1,"Female","f-f-m","One off","Standard",180,"Male","F2",0.82,0.132287566,0.05,7,"Exact",0.95,0.21,0.07,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pCON (Treatment)",0.147157644336288,0.00914738789112785
"259","Adiposity","Subcutaneous Fat Weight","King2013","King2013ffm","Mouse","C57BL/6",1,"Female","f-f-m","One off","Standard",180,"Male","F2",0.79,0.211660105,0.08,7,"Exact",1.11,0.33,0.11,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pCON (Treatment)",0.340082348845313,0.0200753983176647
"260","Adiposity","Retroperitoneal Fat Weight","King2013","King2013ffm","Mouse","C57BL/6",1,"Female","f-f-m","One off","Standard",180,"Male","F2",0.31,0.132287566,0.05,7,"Exact",0.41,0.12,0.04,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pCON (Treatment)",0.279584862219162,0.0355327122958123
"261","Adiposity","Epididymal Fat Weight","King2013","King2013ffm","Mouse","C57BL/6",1,"Female","f-f-m","One off","Standard",180,"Male","F2",0.97,0.370405184,0.14,7,"Exact",1.27,0.21,0.07,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pCON (Treatment)",0.269476107955208,0.0238691252679824
"262","Adiposity","Mesenteric Fat Weight","King2013","King2013fff","Mouse","C57BL/6",2,"Female","f-f-f","One off","Standard",180,"Female","F2",0.65,0.169705627,0.06,8,"Exact",0.65,0.197989899,0.07,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pCON (Treatment)",0,0.0201183431779566
"263","Adiposity","Subcutaneous Fat Weight","King2013","King2013fff","Mouse","C57BL/6",2,"Female","f-f-f","One off","Standard",180,"Female","F2",1.15,0.480832611,0.17,8,"Exact",1.05,0.395979797,0.14,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pCON (Treatment)",-0.0909717782057266,0.0396303297021481
"264","Adiposity","Retroperitoneal Fat Weight","King2013","King2013fff","Mouse","C57BL/6",2,"Female","f-f-f","One off","Standard",180,"Female","F2",0.34,0.169705627,0.06,8,"Exact",0.29,0.197989899,0.07,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pCON (Treatment)",-0.159064694629688,0.0894058399543346
"265","Adiposity","Mesenteric Fat Weight","King2013","King2013ffmm","Mouse","C57BL/6",1,"Female","f-fm-m","One off","Standard",180,"Male","F2",0.82,0.132287566,0.05,7,"Exact",0.9,0.197989899,0.07,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",0.093090423066012,0.0097674077426535
"266","Adiposity","Subcutaneous Fat Weight","King2013","King2013ffmm","Mouse","C57BL/6",1,"Female","f-fm-m","One off","Standard",180,"Male","F2",0.79,0.211660105,0.08,7,"Exact",1.23,0.395979797,0.14,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",0.442736502905396,0.0232100183487544
"267","Adiposity","Retroperitoneal Fat Weight","King2013","King2013ffmm","Mouse","C57BL/6",1,"Female","f-fm-m","One off","Standard",180,"Male","F2",0.31,0.132287566,0.05,7,"Exact",0.43,0.141421356,0.05,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",0.327212911208416,0.0395353903544897
"268","Adiposity","Epididymal Fat Weight","King2013","King2013ffmf","Mouse","C57BL/6",1,"Female","f-fm-m","One off","Standard",180,"Male","F2",0.97,0.370405184,0.14,7,"Exact",1.19,0.311126984,0.11,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",0.204412514608147,0.029375713515547
"269","Adiposity","Mesenteric Fat Weight","King2013","King2013ffmf","Mouse","C57BL/6",2,"Female","f-fm-f","One off","Standard",180,"Female","F2",0.65,0.169705627,0.06,8,"Exact",0.68,0.141421356,0.05,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",0.0451204352804696,0.0139272843868109
"270","Adiposity","Subcutaneous Fat Weight","King2013","King2013ffmf","Mouse","C57BL/6",2,"Female","f-fm-f","One off","Standard",180,"Female","F2",1.15,0.480832611,0.17,8,"Exact",0.94,0.22627417,0.08,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",-0.201637346093246,0.0290956483910964
"271","Adiposity","Retroperitoneal Fat Weight","King2013","King2013ffmf","Mouse","C57BL/6",2,"Female","f-fm-f","One off","Standard",180,"Female","F2",0.34,0.169705627,0.06,8,"Exact",0.34,0.254558441,0.09,8,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",0,0.10121107236139
"272","Adiposity","Epididymal Fat Weight","Li2012","Li2012a","Mouse","C57BL/6",1,"Female","f-f-f","Multigenerational","HFD",90,"Male","F2",180,90,30,9,"Estimate",1330,960,320,9,"Estimate","Table 1 and Supp data","NCF2 (Control) HFF2(Treatment)",1.99997737032559,0.0856668613890616
"273","Adiposity","Fat Mass/Body Weight Ratio","Masuyama2015","Masuyama2015a","Mouse","ICR",1,"Female","f-f-f","Multigenerational","Standard",168,"Female","F2",0.18,0.06,0.02,12,"Exact",0.38,0.11,0.03,12,"Exact","Fig 2","D (Control) A (Treatment)",0.747214401830221,0.0162421770801272
"274","Adiposity","Fat Mass/Body Weight Ratio","Masuyama2015","Masuyama2015b","Mouse","ICR",1,"Female","f-f-f","One off","Standard",168,"Female","F2",0.18,0.06,0.02,12,"Exact",0.24,0.09,0.03,12,"Exact","Fig 2","D (Control) and B (Treatment)",0.287682072451781,0.0209780092592593
"275","Adiposity","Total Fat","Sarker2018","Sarker2018fmm","Mouse","C57BL/6",1,"Female","f-m-m","One off","Standard",91,"Male","F2",8.071895425,3.041850007,1.241830065,6,"Exact",10.03267974,1.921168426,0.784313725,6,"Exact","Supp Fig6","mCTR (Control), mHFD (Treatment)",0.2174594110823,0.0297801097252294
"276","Adiposity","Subcutaneous Fat Weight","Sarker2018","Sarker2018fmm","Mouse","C57BL/6",1,"Female","f-m-m","One off","Standard",91,"Male","F2",5,1.921168426,0.784313725,6,"Exact",5.653594771,1.28077895,0.522875817,6,"Exact","Supp Fig6","mCTR (Control), mHFD (Treatment)",0.122853673062569,0.0331594975998741
"277","Adiposity","Visceral Fat Depot","Sarker2018","Sarker2018fmm","Mouse","C57BL/6",1,"Female","f-m-m","One off","Standard",91,"Male","F2",2.908496732,1.440876319,0.588235294,6,"Exact",3.954248366,1.440876319,0.588235294,6,"Exact","Supp Fig6","mCTR (Control), mHFD (Treatment)",0.307154175870284,0.0630335622017777
"278","Adiposity","Total Fat","Sarker2018","Sarker2018fmmm","Mouse","C57BL/6",2,"Female","f-m-m-m","One off","Standard",91,"Male","F3",7.708333333,5.273207085,2.152777778,6,"Exact",15.34722222,2.551551815,1.041666667,6,"Exact","Supp Fig6","mCTR (Control), mHFD (Treatment)",0.688632500103866,0.0826037011195679
"279","Adiposity","Subcutaneous Fat Weight","Sarker2018","Sarker2018fmmm","Mouse","C57BL/6",2,"Female","f-m-m-m","One off","Standard",91,"Male","F3",4.861111111,3.402069087,1.388888889,6,"Exact",9.513888889,2.211344907,0.902777778,6,"Exact","Supp Fig6","mCTR (Control), mHFD (Treatment)",0.671485683813302,0.090636862125959
"280","Adiposity","Visceral Fat Depot","Sarker2018","Sarker2018fmmm","Mouse","C57BL/6",2,"Female","f-m-m-m","One off","Standard",91,"Male","F3",2.847222222,2.211344907,0.902777778,6,"Exact",5.763888889,0.510310363,0.208333333,6,"Exact","Supp Fig6","mCTR (Control), mHFD (Treatment)",0.705268541189616,0.1018418261837
"281","Adiposity","Total Fat","Sarker2018","Sarker2018fmf","Mouse","C57BL/6",3,"Female","f-m-f","One off","Standard",91,"Female","F2",2.516339869,1.600973688,0.653594771,6,"Exact",4.150326797,2.401460532,0.980392157,6,"Exact","Supp Fig6","fCTR (Control), fHFD (Treatment)",0.500381664623682,0.12326511414119
"282","Adiposity","Subcutaneous Fat Weight","Sarker2018","Sarker2018fmf","Mouse","C57BL/6",3,"Female","f-m-f","One off","Standard",91,"Female","F2",1.666666667,0.960584213,0.392156863,6,"Exact",2.647058824,1.440876319,0.588235294,6,"Exact","Supp Fig6","fCTR (Control), fHFD (Treatment)",0.462623521925891,0.104746037806087
"283","Adiposity","Visceral Fat Depot","Sarker2018","Sarker2018fmf","Mouse","C57BL/6",3,"Female","f-m-f","One off","Standard",91,"Female","F2",0.751633987,0.640389475,0.261437908,6,"Exact",1.405228758,0.960584213,0.392156863,6,"Exact","Supp Fig6","fCTR (Control), fHFD (Treatment)",0.625705899547831,0.198862921796845
"284","Adiposity","Total Fat","Sarker2018","Sarker2018fmmf","Mouse","C57BL/6",4,"Female","f-m-m-f","One off","Standard",91,"Female","F3",11.31944444,6.463931266,2.638888889,6,"Exact",8.680555556,4.422689813,1.805555556,6,"Exact","Supp Fig6","fCTR (Control), fHFD (Treatment)",-0.265436463060623,0.0976130534447594
"285","Adiposity","Subcutaneous Fat Weight","Sarker2018","Sarker2018fmmf","Mouse","C57BL/6",4,"Female","f-m-m-f","One off","Standard",91,"Female","F3",6.875,4.082482905,1.666666667,6,"Exact",5.416666667,2.551551815,1.041666667,6,"Exact","Supp Fig6","fCTR (Control), fHFD (Treatment)",-0.23841102338346,0.0957517618299601
"286","Adiposity","Visceral Fat Depot","Sarker2018","Sarker2018fmmf","Mouse","C57BL/6",4,"Female","f-m-m-f","One off","Standard",91,"Female","F3",4.305555556,3.061862178,1.25,6,"Exact",3.263888889,2.041241452,0.833333333,6,"Exact","Supp Fig6","fCTR (Control), fHFD (Treatment)",-0.276986783404216,0.149475068577352
"287","Adiposity","Body Fat Mass","Tait2015","Tait2015ffmF2","Rat","Wistar",1,"Female","f-f-m","Multigenerational","HFD",115,"Male","F2",150,44.95513311,15.89403974,8,"Exact",263.2450331,91.78339676,32.45033113,8,"Exact","Fig 3","R(Control) HF(Treatment) - F2",0.562449989123499,0.0264231791787242
"288","Adiposity","Body Fat Mass","Tait2015","Tait2015ffmF3","Rat","Wistar",2,"Female","f-f-m","Multigenerational","HFD",115,"Male","F3",135.4304636,35.58948038,12.58278146,8,"Exact",241.3907285,71.17896076,25.16556291,8,"Exact","Fig 3","R(Control) HF(Treatment) - F3",0.577958575885839,0.0195007447956348
"289","Adiposity","Body Fat Mass","Tait2015","Tait2015fffF2","Rat","Wistar",3,"Female","f-f-f","Multigenerational","HFD",115,"Female","F2",80.65217391,10.45288285,3.695652174,8,"Exact",120.6521739,31.35864856,11.08695652,8,"Exact","Fig 3","R(Control) HF(Treatment) - F2",0.402766051068627,0.0105437848688822
"290","Adiposity","Body Fat Mass","Tait2015","Tait2015fffF3","Rat","Wistar",4,"Female","f-f-f","Multigenerational","HFD",115,"Female","F3",66.52173913,23.98014301,8.47826087,8,"Exact",108.2608696,22.75039209,8.043478261,8,"Exact","Fig 3","R(Control) HF(Treatment) - F3",0.487014975400093,0.0217638246506909
"291","Adiposity","Epididymal Fat Weight","Winther2019","Winther2019ffm","Rat","SD",1,"Female","f-f-m","One off","Standard",196,"Male","F2",8,5.059644256,1.6,10,"Exact",6.9,5.059644256,1.6,10,"Exact",NA,"CON-CON (Control) HFD-CON (Treatment)",-0.147920130076622,0.093770216331119
"292","Adiposity","Epididymal Fat Weight","Winther2019","Winther2019fff","Rat","SD",2,"Female","f-f-f","One off","Standard",196,"Female","F2",6.1,6.008327554,1.9,10,"Exact",5.7,5.059644256,1.6,10,"Exact",NA,"CON-CON (Control) HFD-CON (Treatment)",-0.0678225963387611,0.175810405829181
"293","Adiposity","White Adipose Tissue","Adedeji2019","Adedeji2019","Rat","Wistar",1,"Female","f-fm-m","Multigenerational","HFD",84,"Male","F2",9.72,4.83,1.53,10,"Exact",37.64,9.66,3.06,10,"Exact",NA,"Control(Control), HFD(Treatment)",1.35388169624483,0.0312788155850907
"294","Adiposity","Epididymal Fat Weight","Adedeji2019","Adedeji2019","Rat","Wistar",1,"Female","f-fm-m","Multigenerational","HFD",84,"Male","F2",4.65,0.84,0.27,10,"Exact",9.64,2.44,0.77,10,"Exact",NA,"Control(Control), HFD(Treatment)",0.729053889023189,0.00966983756457239
"295","Adiposity","Subcutaneous Fat Weight","Adedeji2019","Adedeji2019","Rat","Wistar",1,"Female","f-fm-m","Multigenerational","HFD",84,"Male","F2",2.85,2.57,0.81,10,"Exact",9.36,2.14,0.68,10,"Exact",NA,"Control(Control), HFD(Treatment)",1.18912629620894,0.0865433782892587
"296","Adiposity","Retriperitoneal Fat Weight","Adedeji2019","Adedeji2019","Rat","Wistar",1,"Female","f-fm-m","Multigenerational","HFD",84,"Male","F2",3.24,2.52,0.8,10,"Exact",15.37,3.87,1.22,10,"Exact",NA,"Control(Control), HFD(Treatment)",1.55684422774627,0.0668336072710523
"297","Leptin","Serum","Barbosa2016","Barbosa2016mfmfM","Rat","SD",1,"Male","m-fm-f","Multigenerational","HFD",84,"Female","F2",10.4,3.96862696659689,1.5,7,"Estimate",13.1,4.23320209770335,1.6,7,"Estimate","Supp","GpatCD-CD(Control), GpatHF-HF(Treatment)",0.230806424059779,0.0357200603904753
"298","Leptin","Serum","Barbosa2016","Barbosa2016mmfO","Rat","SD",1,"Male","m-m-f","One off","Standard",84,"Female","F2",10.4,3.96862696659689,1.5,7,"Estimate",6.7,2.64575131106459,1,7,"Estimate","Supp","GpatCD-CD(Control), GpatHF-CD(Treatment)",-0.439698279750407,0.0430791911127925
"299","Leptin","Serum","Barbosa2016","Barbosa2016mfmfM","Rat","SD",2,"Male","m-fm-m","Multigenerational","HFD",84,"Male","F2",8.8,2.64575131106459,1,18,"Estimate",16.3,6.36396103067893,1.5,18,"Estimate","Supp","GpatCD-CD(Control), GpatHF-HF(Treatment)",0.616413386328556,0.0134903249387106
"300","Leptin","Serum","Barbosa2016","Barbosa2016mmfO","Rat","SD",2,"Male","m-m-m","One off","Standard",84,"Male","F2",8.80001,2.64575131106459,1,18,"Estimate",8.8,5.09116882454314,1.2,18,"Estimate","Supp","GpatCD-CD(Control), GpatHF-CD(Treatment)",-1.13636299066021e-06,0.023616838908213
"301","Leptin","Serum","Ding2014","Li2012b","Mouse","C57BL/6",1,"Female","f-f-f","Multigenerational",NA,270,"Female","F2",2.39,3.87,1.29,9,"Estimate",107.85,17.67,5.89,9,"Estimate","Fig2b","NC F2(Control), HF F2 (Treatment)",3.80944800689175,0.294311500882267
"302","Leptin","Plasma","Graus-Nunes2015","Graus-Nunes2015","Mouse","C57BL/6",1,"Female","f-f-m","One off","Standard",90,"Male","F2",0.647,0.0670820393249937,0.03,5,"Exact",0.83,0.0894427190999916,0.04,5,"Exact","Table 2","F2SC (Control) F2HF (Treatment)",0.249079406289743,0.00447252084890828
"303","Leptin","Serum","Li2012","Li2012a","Mouse","C57BL/6",1,"Female","f-f-fm","Multigenerational","HFD",90,"Male","F2",1.19,1.2,0.0223606797749979,9,"Estimate",63.8,3.8,1.26666666666667,9,"Estimate","Table 1","NCF2 (Control) HFF2(Treatment)",3.98179988322731,0.113380540800259
"304","Leptin","Serum","Masuyama2015","Masuyama2015a","Mouse","ICR",1,"Female","f-f-f","Multigenerational","Standard",84,"Female","F2",0.229896907216495,0.107137163354776,0.0309278350515464,12,"Exact",0.547422680412371,0.278556624722417,0.0804123711340206,12,"Exact","Fig 4C","D (Control throughout) A (Treatment)",0.867590249781819,0.039675543857616
"305","Leptin","Serum","Masuyama2015","Masuyama2015a","Mouse","ICR",2,"Female","f-f-f","Multigenerational","Standard",168,"Female","F2",0.209278350515464,0.0785672531268359,0.0226804123711341,12,"Exact",0.565979381443299,0.249986714494477,0.0721649484536081,12,"Exact","Fig 4C","D (Control throughout) A (Treatment)",0.994892462467743,0.0280024183815527
"306","Leptin","Serum","Masuyama2015","Masuyama2015b","Mouse","ICR",1,"Female","f-f-f","One off","Standard",84,"Female","F2",0.229896907216495,0.107137163354776,0.0309278350515464,12,"Exact",0.310309278350515,0.135707073582716,0.0391752577319587,12,"Exact","Fig 4C","D (Control) and B (Treatment)",0.299938493288755,0.0340361055859858
"307","Leptin","Serum","Masuyama2015","Masuyama2015b","Mouse","ICR",2,"Female","f-f-f","One off","Standard",168,"Female","F2",0.209278350515464,0.0785672531268359,0.0226804123711341,12,"Exact",0.330927835051546,0.135707073582716,0.0391752577319588,12,"Exact","Fig 4C","D (Control) and B (Treatment)",0.458235144088227,0.0257588463100362
"308","Leptin","Serum","Adedeji2019","Adedeji2019","Rat","Wistar",1,"Female","f-fm-m","Multigenerational","HFD",84,"Male","F2",22.19512,1.349753,0.4268293,10,"Exact",29.7561,2.313862,0.7317073,10,"Exact","Fig 7","Control(Control), HFD(Treatment)",0.293161708095708,0.000974498955292434
"309","Triglycerides","Plasma Triglyceride","Barbosa2016","Barbosa2016mfmfM","Rat","SD",1,"Male","m-fm-f","Multigenerational","HFD",84,"Female","F2",1.1,0.529150262,0.2,7,"Estimate",2.3,0.793725393,0.3,7,"Estimate","Supp","GpatCD-CD(Control), GpatHF-HF(Treatment)",0.737598943130779,0.0500710837135522
"310","Triglycerides","Plasma Triglyceride","Barbosa2016","Barbosa2016mfmfM","Rat","SD",2,"Male","m-fm-f","Multigenerational","HFD",84,"Male","F2",1.6,0.848528137,0.2,18,"Estimate",2.4,0.848528137,0.2,18,"Estimate","Supp","GpatCD-CD(Control), GpatHF-HF(Treatment)",0.405465108108164,0.0225694444218966
"311","Triglycerides","Plasma Triglyceride","Barbosa2016","Barbosa2016mmfO","Rat","SD",1,"Male","m-m-f","One off","Standard",84,"Female","F2",1.1,0.529150262,0.2,7,"Estimate",0.5,0.264575131,0.1,7,"Estimate","Supp","GpatCD-CD(Control), GpatHF-CD(Treatment)",-0.78845736036427,0.0730578511808758
"312","Triglycerides","Plasma Triglyceride","Barbosa2016","Barbosa2016mmfO","Rat","SD",2,"Male","m-m-f","One off","Standard",84,"Male","F2",1.6,0.848528137,0.2,18,"Estimate",1.8,0.848528137,0.2,18,"Estimate","Supp","GpatCD-CD(Control), GpatHF-CD(Treatment)",0.117783035656383,0.0279706789844018
"313","Triglycerides","Plasma Triglyceride","King2013","King2013fmm","Mouse","C57BL/6",1,"Female","f-m-m","One off","Standard",180,"Male","F2",0.54,0.056568542,0.02,8,"Exact",0.63,0.15,0.05,9,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",0.154150679827258,0.00767055791110518
"314","Triglycerides","Hepatic Triglyceride","King2013","King2013fmm","Mouse","C57BL/6",1,"Female","f-m-m","One off","Standard",180,"Male","F2",17,3.42928564,1.4,6,"Exact",18.2,6.93181073,3.1,5,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",0.0682082500265336,0.0357942035133518
"315","Triglycerides","Plasma Triglyceride","King2013","King2013fmf","Mouse","C57BL/6",2,"Female","f-m-f","One off","Standard",180,"Female","F2",0.55,0.22627417,0.08,8,"Exact",0.48,0.141421356,0.05,8,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",-0.13613217432458,0.0320077192052143
"316","Triglycerides","Hepatic Triglyceride","King2013","King2013fmf","Mouse","C57BL/6",2,"Female","f-m-f","One off","Standard",180,"Female","F2",28.1,6.85857128,2.8,6,"Exact",25.7,8.818163074,3.6,6,"Exact","Table 2","mCON/pCON (Control) m/CON/pDIO (Treatment)",-0.089278584438526,0.0295507482074666
"317","Triglycerides","Plasma Triglyceride","King2013","King2013ffm","Mouse","C57BL/6",3,"Female","f-f-m","One off","Standard",180,"Male","F2",0.54,0.056568542,0.02,8,"Exact",0.65,0.12,0.04,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pCON (Treatment)",0.185403223331363,0.00515872433700055
"318","Triglycerides","Hepatic Triglyceride","King2013","King2013ffm","Mouse","C57BL/6",3,"Female","f-f-m","One off","Standard",180,"Male","F2",17,3.42928564,1.4,6,"Exact",16.7,4.409081537,1.8,6,"Exact","Table 2","mCON/pCON (Control) mDIO/pCON (Treatment)",-0.0178046246335067,0.0183994905164565
"319","Triglycerides","Plasma Triglyceride","King2013","King2013fff","Mouse","C57BL/6",4,"Female","f-f-f","One off","Standard",180,"Female","F2",0.55,0.22627417,0.08,8,"Exact",0.55,0.12,0.04,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pCON (Treatment)",0,0.0264462809955326
"320","Triglycerides","Hepatic Triglyceride","King2013","King2013fff","Mouse","C57BL/6",4,"Female","f-f-f","One off","Standard",180,"Female","F2",28.1,6.85857128,2.8,6,"Exact",25.9,12.98229564,5.3,6,"Exact","Table 2","mCON/pCON (Control) mDIO/pCON (Treatment)",-0.0815266076342081,0.0518037007275902
"321","Triglycerides","Plasma Triglyceride","King2013","King2013ffmm","Mouse","C57BL/6",5,"Female","f-fm-m","One off","Standard",180,"Male","F2",0.54,0.056568542,0.02,8,"Exact",0.47,0.09,0.03,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",-0.138836444854216,0.00544598382682298
"322","Triglycerides","Hepatic Triglyceride","King2013","King2013ffmm","Mouse","C57BL/6",5,"Female","f-fm-m","One off","Standard",180,"Male","F2",17,3.42928564,1.4,6,"Exact",17.6,2.906888371,1.3,5,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",0.0346855579878901,0.0122378436986238
"323","Triglycerides","Plasma Triglyceride","King2013","King2013ffmf","Mouse","C57BL/6",5,"Female","f-fm-f","One off","Standard",180,"Female","F2",0.55,0.22627417,0.08,8,"Exact",0.59,0.24,0.08,9,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",0.0702042586732484,0.0395425461990815
"324","Triglycerides","Hepatic Triglyceride","King2013","King2013ffmf","Mouse","C57BL/6",6,"Female","f-fm-f","One off","Standard",180,"Female","F2",28.1,6.85857128,2.8,6,"Exact",18.8,5.633826408,2.3,6,"Exact","Table 2","mCON/pCON (Control) mDIO/pDIO (Treatment)",-0.401912706503797,0.0248961319853725
"325","Triglycerides","Plasma Body Triacylglycerol","Lannes2015","Lannes2015","Mouse","C57BL/6",1,"Female","f-f-m","One off","Standard",90,"Male","F2",86.8,4.583939354,2.05,5,"Exact",88,3.711872843,1.66,5,"Exact","Table I","SC-F2 (Control) HF-F2 (Treatment)",0.013730192811902,0.000913623627389362
"326","Triglycerides","Liver Triacylglycerol","Lannes2015","Lannes2015","Mouse","C57BL/6",1,"Female","f-f-m","One off","Standard",90,"Male","F2",2,0.424852916,0.19,5,"Exact",2.3,0.223606798,0.1,5,"Exact","Table I","SC-F2 (Control) HF-F2 (Treatment)",0.139761942375159,0.0109153591841544
"327","Triglycerides","Serum Triglyceride","Li2012","Li2012a","Mouse","C57BL/6",1,"Female","f-f-m","Multigenerational","HFD",90,"Male","F2",21.3,5,NA,9,"Estimate",32.7,11.6,NA,9,"Estimate","Table 1","NCF2 (Control) HFF2(Treatment)",0.428668005187828,0.0201049129073791
"328","Triglycerides","Serum Triglyceride","Masuyama2015","Masuyama2015a","Mouse","ICR",1,"Female","f-f-f","Multigenerational","Standard",84,"Female","F2",153.03,68.23,19.7,12,"Exact",389.39,94.48,27.27,12,"Exact",NA,"D (Control throughout) A (Treatment)",0.933947431471249,0.0214719654770145
"329","Triglycerides","Serum Triglyceride","Masuyama2015","Masuyama2015a","Mouse","ICR",1,"Female","f-f-f","Multigenerational","Standard",288,"Female","F2",160.61,47.24,13.64,12,"Exact",489.39,136.46,39.39,12,"Exact",NA,"D (Control throughout) A (Treatment)",1.11418065154151,0.0136884734431392
"330","Triglycerides","Serum Triglyceride","Masuyama2015","Masuyama2015b","Mouse","ICR",1,"Female","f-f-f","One off","Standard",84,"Female","F2",153.03,68.23,19.7,12,"Exact",233.33,68.23,19.7,12,"Exact",NA,"D (Control) and B (Treatment)",0.421819779956023,0.0236916628942977
"331","Triglycerides","Serum Triglyceride","Masuyama2015","Masuyama2015b","Mouse","ICR",1,"Female","f-f-f","One off","Standard",288,"Female","F2",160.61,47.24,13.64,12,"Exact",289.39,68.23,19.7,12,"Exact",NA,"D (Control) and B (Treatment)",0.588796193275393,0.0118416661164115
"332","Triglycerides","Serum Triglyceride","Masuyama2015","Masuyama2015c","Mouse","ICR",2,"Female","f-f-f","One off","Standard",168,"Female","F3",153.96,74.76,21.58,12,"Exact",200,74.76,21.58,12,"Exact",NA,"II (Their F1 is our F0, and their F4, is our F3) V (Control, their F4 will be our F2)",0.261624538132491,0.0312929189477381
"333","Triglycerides","Serum Triglyceride","Masuyama2015","Masuyama2015d","Mouse","ICR",2,"Female","f-f-f","One off","Standard",168,"Female","F2",153.96,74.76,21.58,12,"Exact",293.53,99.69,28.78,12,"Exact",NA,"III (Treatment, their F2 will be our F0) and V (Control, their F4 will be our F2)",0.645287020279811,0.0292611196538551
"334","Triglycerides","Serum Triglyceride","Nasu2007","Nasu2007","Rat","Wistar",1,"Female","f-f-fm","Multigenerational","HFD",119,"Female","F2",10.7,3.5,NA,3,"Exact",4.5,0.7,NA,4,"Exact","Table 5","C-N F3(Control) C-F F3(Treatment)",-0.866166344691586,0.0417147974538722
"335","Triglycerides","Hepatic Triglyceride","Park2018","Park2018mfmf","Mouse","C57BL/6",1,"Male","m-fm-f","One off","Standard",189,"Female","F2",41.45,7.44,2.63,8,"Estimate",53.29,3.72,1.32,8,"Estimate","Fig2","F2 female to CD (Control) F2 female to HFD (treatment)",0.251260814727387,0.00463635576635606
